# Polynomial metadata: 
# -- Order: 5
# -- Trained on data: 'data/mc/mc_R_production.root'
# -- Input branches: { x_sv y_sv dxdz_sv dydz_sv dpp_sv }
# -- Time created: Mon Jan 12 10:06:32 2026

poly-DoF 5
is-RHRS 1
dpp_q1   5   0   0   0   0   -5.765336650e+06
dpp_q1   4   1   0   0   0   -1.480203532e+05
dpp_q1   4   0   1   0   0   +2.128517347e+07
dpp_q1   4   0   0   1   0   -1.806067063e+06
dpp_q1   4   0   0   0   1   +1.077415794e+05
dpp_q1   4   0   0   0   0   +8.553280768e+04
dpp_q1   3   2   0   0   0   +9.813139713e+05
dpp_q1   3   1   1   0   0   +9.017531250e+05
dpp_q1   3   1   0   1   0   -2.060531688e+06
dpp_q1   3   1   0   0   1   -6.901810710e+04
dpp_q1   3   1   0   0   0   -2.246385932e+04
dpp_q1   3   0   2   0   0   -3.001641019e+07
dpp_q1   3   0   1   1   0   +5.492610957e+06
dpp_q1   3   0   1   0   1   -2.828684998e+05
dpp_q1   3   0   1   0   0   -2.594218399e+05
dpp_q1   3   0   0   2   0   +2.071267113e+06
dpp_q1   3   0   0   1   1   +6.073481055e+05
dpp_q1   3   0   0   1   0   +2.610641875e+04
dpp_q1   3   0   0   0   2   -2.862756793e+04
dpp_q1   3   0   0   0   1   -1.071199159e+04
dpp_q1   3   0   0   0   0   -9.237143882e+02
dpp_q1   2   3   0   0   0   +3.043267711e+04
dpp_q1   2   2   1   0   0   -2.095464273e+06
dpp_q1   2   2   0   1   0   +2.979972417e+05
dpp_q1   2   2   0   0   1   +4.517295801e+03
dpp_q1   2   2   0   0   0   -1.054161754e+04
dpp_q1   2   1   2   0   0   -1.342853895e+06
dpp_q1   2   1   1   1   0   +4.634209592e+06
dpp_q1   2   1   1   0   1   -3.811885201e+04
dpp_q1   2   1   1   0   0   +5.736136634e+04
dpp_q1   2   1   0   2   0   +9.010914909e+04
dpp_q1   2   1   0   1   1   +1.270769176e+05
dpp_q1   2   1   0   1   0   +7.930244867e+03
dpp_q1   2   1   0   0   2   +1.702577306e+04
dpp_q1   2   1   0   0   1   -4.412543106e+02
dpp_q1   2   1   0   0   0   +2.224358566e+01
dpp_q1   2   0   3   0   0   +1.992952813e+07
dpp_q1   2   0   2   1   0   -6.134171845e+06
dpp_q1   2   0   2   0   1   +2.761453162e+05
dpp_q1   2   0   2   0   0   +2.817547845e+05
dpp_q1   2   0   1   2   0   -5.011578645e+06
dpp_q1   2   0   1   1   1   -1.414186516e+06
dpp_q1   2   0   1   1   0   -6.711277560e+04
dpp_q1   2   0   1   0   2   +3.002760902e+04
dpp_q1   2   0   1   0   1   +2.546850141e+04
dpp_q1   2   0   1   0   0   +2.191001178e+03
dpp_q1   2   0   0   3   0   +1.703893708e+05
