# Polynomial metadata: 
# -- Order: 5
# -- Trained on data: 'data/mc/mc_R_production.root'
# -- Input branches: { x_sv y_sv dxdz_sv dydz_sv dpp_sv }
# -- Time created: Mon Jan 12 10:06:37 2026

poly-DoF 5
is-RHRS 1
dxdz_fp   5   0   0   0   0   -1.062002318e+06
dxdz_fp   4   1   0   0   0   -6.484320979e+05
dxdz_fp   4   0   1   0   0   +3.285282637e+06
dxdz_fp   4   0   0   1   0   -4.029182038e+05
dxdz_fp   4   0   0   0   1   -1.156034102e+05
dxdz_fp   4   0   0   0   0   +3.746497197e+04
dxdz_fp   3   2   0   0   0   +2.178318044e+05
dxdz_fp   3   1   1   0   0   +2.305144230e+06
dxdz_fp   3   1   0   1   0   -2.644633517e+05
dxdz_fp   3   1   0   0   1   +8.164419349e+04
dxdz_fp   3   1   0   0   0   -1.765604136e+04
dxdz_fp   3   0   2   0   0   -3.443981387e+06
dxdz_fp   3   0   1   1   0   +9.157724051e+05
dxdz_fp   3   0   1   0   1   +2.817193498e+05
dxdz_fp   3   0   1   0   0   -1.070939350e+05
dxdz_fp   3   0   0   2   0   +6.598525631e+05
dxdz_fp   3   0   0   1   1   +5.931962983e+04
dxdz_fp   3   0   0   1   0   +2.506706584e+04
dxdz_fp   3   0   0   0   2   -3.012893456e+04
dxdz_fp   3   0   0   0   1   -2.325537999e+03
dxdz_fp   3   0   0   0   0   -8.007765153e+02
dxdz_fp   2   3   0   0   0   +1.093268803e+05
dxdz_fp   2   2   1   0   0   -6.108223774e+05
dxdz_fp   2   2   0   1   0   -4.258072841e+04
dxdz_fp   2   2   0   0   1   -8.532542823e+02
dxdz_fp   2   2   0   0   0   -4.208892354e+03
dxdz_fp   2   1   2   0   0   -2.714752825e+06
dxdz_fp   2   1   1   1   0   +8.971417817e+05
dxdz_fp   2   1   1   0   1   -2.197377677e+05
dxdz_fp   2   1   1   0   0   +2.321921015e+04
dxdz_fp   2   1   0   2   0   +5.612281768e+04
dxdz_fp   2   1   0   1   1   +3.363763479e+04
dxdz_fp   2   1   0   1   0   +3.201266069e+03
dxdz_fp   2   1   0   0   2   -8.231951628e+03
dxdz_fp   2   1   0   0   1   -2.614758607e+03
dxdz_fp   2   1   0   0   0   +6.613401346e+01
dxdz_fp   2   0   3   0   0   +1.215475714e+06
dxdz_fp   2   0   2   1   0   -7.151992034e+05
dxdz_fp   2   0   2   0   1   -2.049644673e+05
dxdz_fp   2   0   2   0   0   +1.070444315e+05
dxdz_fp   2   0   1   2   0   -1.602850768e+06
dxdz_fp   2   0   1   1   1   -1.275324932e+05
dxdz_fp   2   0   1   1   0   -5.836790779e+04
dxdz_fp   2   0   1   0   2   +6.287664910e+04
dxdz_fp   2   0   1   0   1   +6.723490777e+03
dxdz_fp   2   0   1   0   0   +1.895841561e+03
dxdz_fp   2   0   0   3   0   +9.396435078e+04
dxdz_fp   2   0   0   2   1   +5.099581937e+04
dxdz_fp   2   0   0   2   0   -6.162138906e+03
dxdz_fp   2   0   0   1   2   +8.244889462e+03
dxdz_fp   2   0   0   1   1   -4.996523316e+02
dxdz_fp   2   0   0   1   0   -1.573707332e+02
dxdz_fp   2   0   0   0   3   +4.231885056e+03
dxdz_fp   2   0   0   0   2   -5.593382075e+01
dxdz_fp   2   0   0   0   1   -1.259876804e+00
dxdz_fp   2   0   0   0   0   +3.819562668e+00
dxdz_fp   1   4   0   0   0   +6.889035627e+03
dxdz_fp   1   3   1   0   0   -1.449741928e+05
dxdz_fp   1   3   0   1   0   +1.801262500e+04
dxdz_fp   1   3   0   0   1   -2.019323329e+02
dxdz_fp   1   3   0   0   0   -1.012784282e+03
dxdz_fp   1   2   2   0   0   +3.190971257e+05
dxdz_fp   1   2   1   1   0   +1.065991526e+05
dxdz_fp   1   2   1   0   1   -1.942665844e+04
dxdz_fp   1   2   1   0   0   +9.071190069e+03
dxdz_fp   1   2   0   2   0   -5.305668614e+04
dxdz_fp   1   2   0   1   1   +1.160450354e+04
dxdz_fp   1   2   0   1   0   -1.567746971e+03
dxdz_fp   1   2   0   0   2   +2.590317286e+03
dxdz_fp   1   2   0   0   1   +1.568492901e+02
dxdz_fp   1   2   0   0   0   +4.484304587e+01
dxdz_fp   1   1   3   0   0   +1.199095892e+06
dxdz_fp   1   1   2   1   0   -7.808526693e+05
dxdz_fp   1   1   2   0   1   +1.941236560e+05
