# Polynomial metadata: 
# -- Order: 3
# -- Trained on data: 'data/sieve_holes/fits_21Dec/V3.root'
# -- Input branches: { x_fp y_fp dxdz_fp dydz_fp }
# -- Time created: Fri Mar 20 01:15:35 2026

poly-DoF 4
is-RHRS 0
dpp_sv   3   0   0   0   +1.676764000e-03
dpp_sv   2   1   0   0   -8.181357596e-02
dpp_sv   2   0   1   0   -7.103852913e-02
dpp_sv   2   0   0   1   +8.589168986e-02
dpp_sv   2   0   0   0   +9.357747637e-03
dpp_sv   1   2   0   0   +2.529633962e+00
dpp_sv   1   1   1   0   +4.454884212e+00
dpp_sv   1   1   0   1   -3.318939349e+00
dpp_sv   1   1   0   0   -2.424239978e-02
dpp_sv   1   0   2   0   +3.148913335e+00
dpp_sv   1   0   1   1   -4.023816964e+00
dpp_sv   1   0   1   0   +1.824656609e-01
dpp_sv   1   0   0   2   +4.729479047e-02
dpp_sv   1   0   0   1   -1.409321762e-03
dpp_sv   1   0   0   0   +7.400813376e-02
dpp_sv   0   3   0   0   -2.654824800e+00
dpp_sv   0   2   1   0   +2.346159154e+01
dpp_sv   0   2   0   1   +3.706643935e+00
dpp_sv   0   2   0   0   +2.288647870e+00
dpp_sv   0   1   2   0   -1.314058034e+02
dpp_sv   0   1   1   1   -2.282304360e+01
dpp_sv   0   1   1   0   -2.362223582e+00
dpp_sv   0   1   0   2   +6.782654879e+01
dpp_sv   0   1   0   1   -3.438677649e+00
dpp_sv   0   1   0   0   -6.666511757e-02
dpp_sv   0   0   3   0   -6.471603331e+01
dpp_sv   0   0   2   1   +2.006006301e+02
dpp_sv   0   0   2   0   +4.791367374e+00
dpp_sv   0   0   1   2   -2.614327392e+01
dpp_sv   0   0   1   1   -2.293698997e+00
dpp_sv   0   0   1   0   -5.475532944e-02
dpp_sv   0   0   0   3   -6.367309396e+01
dpp_sv   0   0   0   2   +7.455589329e-01
dpp_sv   0   0   0   1   +6.546071814e-02
dpp_sv   0   0   0   0   +2.039161952e-04
dxdz_sv   3   0   0   0   +6.667646481e-03
dxdz_sv   2   1   0   0   -1.104928703e-01
dxdz_sv   2   0   1   0   -7.893219395e-01
dxdz_sv   2   0   0   1   -1.091958022e-01
dxdz_sv   2   0   0   0   -1.914052810e-02
dxdz_sv   1   2   0   0   -6.116190089e+00
dxdz_sv   1   1   1   0   +2.326168107e+01
dxdz_sv   1   1   0   1   +1.700322228e+01
dxdz_sv   1   1   0   0   +3.691503175e-01
dxdz_sv   1   0   2   0   +4.123310318e+00
dxdz_sv   1   0   1   1   +1.120215290e+01
dxdz_sv   1   0   1   0   +1.514124965e+00
dxdz_sv   1   0   0   2   -8.664324570e+00
dxdz_sv   1   0   0   1   -2.471133928e-01
dxdz_sv   1   0   0   0   +6.017433236e-03
dxdz_sv   0   3   0   0   -4.014454476e+01
dxdz_sv   0   2   1   0   -1.806781435e+02
dxdz_sv   0   2   0   1   +3.073873626e+02
dxdz_sv   0   2   0   0   +3.350403384e+00
dxdz_sv   0   1   2   0   +6.218400777e+01
dxdz_sv   0   1   1   1   -3.843456467e+02
dxdz_sv   0   1   1   0   -3.307418699e+01
dxdz_sv   0   1   0   2   -6.593138019e+02
dxdz_sv   0   1   0   1   -1.912176159e+01
dxdz_sv   0   1   0   0   -2.215644574e-01
dxdz_sv   0   0   3   0   +5.348074460e+01
dxdz_sv   0   0   2   1   -2.673930398e+01
dxdz_sv   0   0   2   0   -7.005327554e+00
dxdz_sv   0   0   1   2   -8.114649022e+01
dxdz_sv   0   0   1   1   -1.036623734e+01
dxdz_sv   0   0   1   0   -2.457044793e+00
dxdz_sv   0   0   0   3   +4.268581436e+02
dxdz_sv   0   0   0   2   +1.760330735e+01
dxdz_sv   0   0   0   1   +2.684754556e-01
dxdz_sv   0   0   0   0   +3.639682496e-03
dydz_sv   3   0   0   0   +1.112138465e-03
dydz_sv   2   1   0   0   +1.854829215e-01
dydz_sv   2   0   1   0   -2.009158982e-01
dydz_sv   2   0   0   1   -1.373071705e-01
dydz_sv   2   0   0   0   +1.697719859e-03
dydz_sv   1   2   0   0   -9.708661468e+00
