x_sv 3 0 0 0 -2.39683195e-02 
x_sv 2 1 0 0 -7.01358155e-01 
x_sv 2 0 1 0 -8.21536217e-01 
x_sv 2 0 0 1 +7.36504716e-01 
x_sv 2 0 0 0 -1.37876838e-02 
x_sv 1 2 0 0 -1.09901694e+01 
x_sv 1 1 1 0 +2.51569703e+01 
x_sv 1 1 0 1 +3.38525442e+01 
x_sv 1 1 0 0 -2.30127641e-01 
x_sv 1 0 2 0 +4.31815404e+00 
x_sv 1 0 1 1 -2.09198051e+00 
x_sv 1 0 1 0 +6.97841163e-01 
x_sv 1 0 0 2 -1.44119187e+01 
x_sv 1 0 0 1 -4.76234415e-02 
x_sv 1 0 0 0 +1.12621616e-02 
x_sv 0 3 0 0 -1.46997438e+01 
x_sv 0 2 1 0 -6.25516971e+02 
x_sv 0 2 0 1 +6.85810431e+00 
x_sv 0 2 0 0 -2.49534358e+00 
x_sv 0 1 2 0 +5.47589894e+02 
x_sv 0 1 1 1 -2.26162698e+02 
x_sv 0 1 1 0 -1.37229138e+01 
x_sv 0 1 0 2 -5.09508168e+02 
x_sv 0 1 0 1 +1.80661534e+01 
x_sv 0 1 0 0 -8.42435406e-02 
x_sv 0 0 3 0 +6.62868087e+02 
x_sv 0 0 2 1 -3.16706529e+02 
x_sv 0 0 2 0 -2.57219313e+00 
x_sv 0 0 1 2 +9.02528164e+01 
x_sv 0 0 1 1 -4.35626674e+00 
x_sv 0 0 1 0 -2.05156096e+00 
x_sv 0 0 0 3 +5.78683240e+01 
x_sv 0 0 0 2 +1.32006251e+00 
x_sv 0 0 0 1 -9.98910847e-02 
x_sv 0 0 0 0 -2.04628029e-03 
y_sv 3 0 0 0 -6.53134890e-03 
y_sv 2 1 0 0 -7.41021697e-01 
y_sv 2 0 1 0 -5.17549596e-01 
y_sv 2 0 0 1 +9.41338142e-01 
y_sv 2 0 0 0 -1.28028334e-02 
y_sv 1 2 0 0 -1.50054804e+01 
y_sv 1 1 1 0 -1.53330066e+01 
y_sv 1 1 0 1 +3.65794373e+01 
y_sv 1 1 0 0 -3.69282335e-01 
y_sv 1 0 2 0 +5.63670563e+01 
y_sv 1 0 1 1 +1.94050322e+01 
y_sv 1 0 1 0 +2.66030774e-01 
y_sv 1 0 0 2 -3.07152203e+01 
y_sv 1 0 0 1 +7.33085675e-01 
y_sv 1 0 0 0 +3.93810147e-03 
y_sv 0 3 0 0 -8.32495185e+01 
y_sv 0 2 1 0 -1.88486963e+02 
y_sv 0 2 0 1 +1.27609506e+02 
y_sv 0 2 0 0 -2.85704040e+00 
y_sv 0 1 2 0 -1.63006158e+02 
y_sv 0 1 1 1 +4.44572461e+02 
y_sv 0 1 1 0 -3.83282950e+00 
y_sv 0 1 0 2 -3.68377480e+02 
y_sv 0 1 0 1 +2.29651444e+01 
y_sv 0 1 0 0 -7.24969065e-01 
y_sv 0 0 3 0 +1.99722844e+02 
y_sv 0 0 2 1 -1.74730978e+03 
y_sv 0 0 2 0 -8.14271599e+00 
y_sv 0 0 1 2 -3.35243625e+02 
y_sv 0 0 1 1 +3.39816459e+00 
y_sv 0 0 1 0 -4.94593813e-02 
y_sv 0 0 0 3 +4.21478885e+02 
y_sv 0 0 0 2 -2.70481815e+01 
y_sv 0 0 0 1 +1.42534388e-01 
y_sv 0 0 0 0 -1.96077007e-03 
dxdz_tg 3 0 0 0 -2.41749152e-02 
dxdz_tg 2 1 0 0 -7.07403533e-01 
dxdz_tg 2 0 1 0 -8.28617474e-01 
dxdz_tg 2 0 0 1 +7.42853041e-01 
dxdz_tg 2 0 0 0 -1.39065272e-02 
dxdz_tg 1 2 0 0 -1.10848995e+01 
dxdz_tg 1 1 1 0 +2.53738115e+01 
dxdz_tg 1 1 0 1 +3.41443373e+01 
dxdz_tg 1 1 0 0 -2.32111233e-01 
dxdz_tg 1 0 2 0 +4.35537450e+00 
dxdz_tg 1 0 1 1 -2.11001240e+00 
dxdz_tg 1 0 1 0 +7.03856226e-01 
dxdz_tg 1 0 0 2 -1.45361427e+01 
dxdz_tg 1 0 0 1 -4.80339332e-02 
dxdz_tg 1 0 0 0 +1.13592362e-02 
dxdz_tg 0 3 0 0 -1.48264488e+01 
dxdz_tg 0 2 1 0 -6.30908634e+02 
dxdz_tg 0 2 0 1 +6.91721795e+00 
dxdz_tg 0 2 0 0 -2.51685227e+00 
dxdz_tg 0 1 2 0 +5.52309863e+02 
dxdz_tg 0 1 1 1 -2.28112115e+02 
dxdz_tg 0 1 1 0 -1.38411989e+01 
dxdz_tg 0 1 0 2 -5.13899890e+02 
dxdz_tg 0 1 0 1 +1.82218751e+01 
dxdz_tg 0 1 0 0 -8.49696804e-02 
dxdz_tg 0 0 3 0 +6.68581699e+02 
dxdz_tg 0 0 2 1 -3.19436391e+02 
dxdz_tg 0 0 2 0 -2.59436423e+00 
dxdz_tg 0 0 1 2 +9.10307533e+01 
dxdz_tg 0 0 1 1 -4.39381572e+00 
dxdz_tg 0 0 1 0 -2.06924446e+00 
dxdz_tg 0 0 0 3 +5.83671218e+01 
dxdz_tg 0 0 0 2 +1.33144083e+00 
dxdz_tg 0 0 0 1 -1.00752099e-01 
dxdz_tg 0 0 0 0 -1.11621936e-03 
dydz_tg 3 0 0 0 -6.58764607e-03 
dydz_tg 2 1 0 0 -7.47408956e-01 
dydz_tg 2 0 1 0 -5.22010631e-01 
dydz_tg 2 0 0 1 +9.49452036e-01 
dydz_tg 2 0 0 0 -1.29131878e-02 
dydz_tg 1 2 0 0 -1.51348207e+01 
dydz_tg 1 1 1 0 -1.54651699e+01 
dydz_tg 1 1 0 1 +3.68947349e+01 
dydz_tg 1 1 0 0 -3.72465376e-01 
dydz_tg 1 0 2 0 +5.68529139e+01 
dydz_tg 1 0 1 1 +1.95722945e+01 
dydz_tg 1 0 1 0 +2.68323835e-01 
dydz_tg 1 0 0 2 -3.09799711e+01 
dydz_tg 1 0 0 1 +7.39404530e-01 
dydz_tg 1 0 0 0 +3.97204606e-03 
dydz_tg 0 3 0 0 -8.39670903e+01 
dydz_tg 0 2 1 0 -1.90111632e+02 
dydz_tg 0 2 0 1 +1.28709440e+02 
dydz_tg 0 2 0 0 -2.88166675e+00 
dydz_tg 0 1 2 0 -1.64411194e+02 
dydz_tg 0 1 1 1 +4.48404468e+02 
dydz_tg 0 1 1 0 -3.86586669e+00 
dydz_tg 0 1 0 2 -3.71552722e+02 
dydz_tg 0 1 0 1 +2.31630932e+01 
dydz_tg 0 1 0 0 -7.31217959e-01 
dydz_tg 0 0 3 0 +2.01444361e+02 
dydz_tg 0 0 2 1 -1.76237077e+03 
dydz_tg 0 0 2 0 -8.21290239e+00 
dydz_tg 0 0 1 2 -3.38133268e+02 
dydz_tg 0 0 1 1 +3.42745518e+00 
dydz_tg 0 0 1 0 -4.98856980e-02 
dydz_tg 0 0 0 3 +4.25111836e+02 
dydz_tg 0 0 0 2 -2.72813241e+01 
dydz_tg 0 0 0 1 +1.43762967e-01 
dydz_tg 0 0 0 0 -1.05378956e-02 
