x_sv 2 0 0 0 -9.66429199e-03 
x_sv 1 1 0 0 +4.11298190e-01 
x_sv 1 0 1 0 +5.82241806e-01 
x_sv 1 0 0 1 -4.69838390e-01 
x_sv 1 0 0 0 -5.05668139e-03 
x_sv 0 2 0 0 -6.32414886e+00 
x_sv 0 1 1 0 -6.74067343e+00 
x_sv 0 1 0 1 +1.46621738e+01 
x_sv 0 1 0 0 +2.52728254e-01 
x_sv 0 0 2 0 -4.46434504e+00 
x_sv 0 0 1 1 -6.78359617e+00 
x_sv 0 0 1 0 -1.48339236e+00 
x_sv 0 0 0 2 -1.66757152e+00 
x_sv 0 0 0 1 +5.72478601e-02 
x_sv 0 0 0 0 +2.60351425e-04 
y_sv 2 0 0 0 +1.31813421e-03 
y_sv 1 1 0 0 +1.48798612e-01 
y_sv 1 0 1 0 +5.32812913e-02 
y_sv 1 0 0 1 -5.78615100e-01 
y_sv 1 0 0 0 -1.15671410e-03 
y_sv 0 2 0 0 -2.98984803e+00 
y_sv 0 1 1 0 -2.53250968e+00 
y_sv 0 1 0 1 +5.48223622e+00 
y_sv 0 1 0 0 -4.07715350e-01 
y_sv 0 0 2 0 -6.48063742e+00 
y_sv 0 0 1 1 +4.50780329e+00 
y_sv 0 0 1 0 -2.42921125e-02 
y_sv 0 0 0 2 -5.03206614e-01 
y_sv 0 0 0 1 +1.49066868e-01 
y_sv 0 0 0 0 -2.39943290e-02 
dxdz_tg 2 0 0 0 -1.63042291e-02 
dxdz_tg 1 1 0 0 +6.93884240e-01 
dxdz_tg 1 0 1 0 +9.82276175e-01 
dxdz_tg 1 0 0 1 -7.92645001e-01 
dxdz_tg 1 0 0 0 -8.53091895e-03 
dxdz_tg 0 2 0 0 -1.06692111e+01 
dxdz_tg 0 1 1 0 -1.13719126e+01 
dxdz_tg 0 1 0 1 +2.47359496e+01 
dxdz_tg 0 1 0 0 +4.26367430e-01 
dxdz_tg 0 0 2 0 -7.53161268e+00 
dxdz_tg 0 0 1 1 -1.14443258e+01 
dxdz_tg 0 0 1 0 -2.50257017e+00 
dxdz_tg 0 0 0 2 -2.81329125e+00 
dxdz_tg 0 0 0 1 +9.65805075e-02 
dxdz_tg 0 0 0 0 +2.20137798e-03 
dydz_tg 2 0 0 0 +2.22376994e-03 
dydz_tg 1 1 0 0 +2.51032011e-01 
dydz_tg 1 0 1 0 +8.98886726e-02 
dydz_tg 1 0 0 1 -9.76157709e-01 
dydz_tg 1 0 0 0 -1.95144473e-03 
dydz_tg 0 2 0 0 -5.04404950e+00 
dydz_tg 0 1 1 0 -4.27249280e+00 
dydz_tg 0 1 0 1 +9.24885498e+00 
dydz_tg 0 1 0 0 -6.87839777e-01 
dydz_tg 0 0 2 0 -1.09332165e+01 
dydz_tg 0 0 1 1 +7.60492930e+00 
dydz_tg 0 0 1 0 -4.09822227e-02 
dydz_tg 0 0 0 2 -8.48939157e-01 
dydz_tg 0 0 0 1 +2.51484574e-01 
dydz_tg 0 0 0 0 +6.58813028e-05 
